259,false
263,true
264,true
265,true
266,true
268,true
269,true
272,false
274,false
284,true
286,true
288,true
289,true
290,false
292,false
293,false
294,true
295,true
296,true
297,false
298,false
299,true
300,false
301,true
302,true
303,true
304,false
305,false
306,false
307,false
308,false
309,true
310,true
311,true
312,true
313,true
314,true
315,true
316,false
317,true
318,true
319,false
320,true
321,true
322,true
323,true
324,false
325,true
326,true
327,false
328,true
329,true
330,false
331,false
332,false
333,false
334,false
335,false
336,true
337,false
338,false
339,false
340,true
341,false
342,false
343,true
344,true
345,false
346,false
347,false
348,false
349,true
350,false
351,false
352,false
353,true
354,false
355,false
356,true
357,false
358,false
359,false
360,false
361,false
362,false
363,true
364,false
365,true
366,true
367,true
368,true
369,false
370,true
371,false
372,true
4000,false
4001,false
4002,false
4003,false
4004,false
3000,true
3001,true
3002,true
3003,true
3004,true
3005,true
2000,true
2001,true
2002,true
2003,true
212,false
2004,true
2005,true
214,false
2006,true
216,false
218,true
1000,false
1001,false
1002,false
1003,false
1004,false
1005,false
1006,false
1007,false
1008,false
1009,false
1010,false
1011,false
1012,false
1013,true
